customer_id,tenure_months,monthly_spend,plan_type,contract_type,region,auto_pay,num_complaints,support_calls,payment_delay_days,internet_usage_gb,satisfaction_score,age,churned
10030,55,105.43,Standard,Monthly,North,True,0,3,2.0,161.63,1.0,41.0,0
10031,64,79.81,Basic,Annual,West,False,0,8,6.0,217.0,9.0,46.0,0
10032,3,,Standard,Monthly,North,True,4,4,15.0,169.83,9.0,46.0,0
10033,51,98.74,,Biennial,East,False,3,2,19.0,259.3,6.0,19.0,0
10034,7,84.33,Basic,Monthly,South,False,0,3,16.0,152.43,8.0,23.0,0
10035,21,86.82,,Annual,South,True,0,4,20.0,273.34,9.0,51.0,0
10036,39,65.89,Standard,Annual,East,False,3,6,26.0,178.52,,29.0,0
10037,18,79.3,Basic,Monthly,West,True,2,4,,13.59,2.0,39.0,0
10038,4,55.31,Basic,Monthly,West,True,4,7,14.0,123.79,4.0,21.0,1
10039,60,61.41,Standard,Annual,East,False,4,1,27.0,172.68,3.0,62.0,0
10040,14,119.12,Basic,Biennial,South,False,1,5,19.0,205.87,10.0,66.0,0
10041,9,49.8,Basic,Monthly,North,True,0,5,14.0,173.09,7.0,23.0,0
10042,53,73.86,Basic,Monthly,,True,3,1,22.0,,,20.0,0
10043,2,72.84,Standard,Monthly,North,False,2,8,30.0,304.67,10.0,30.0,0
10044,60,62.23,Standard,Monthly,South,True,2,4,7.0,278.29,10.0,40.0,0
10045,71,82.86,Basic,Annual,North,False,1,2,24.0,95.5,8.0,52.0,0
10046,44,84.74,Standard,Annual,East,False,3,3,10.0,121.04,5.0,43.0,0
10047,8,46.85,Basic,Monthly,West,,1,3,30.0,202.34,,69.0,0
10048,47,,Standard,Biennial,West,True,1,2,24.0,169.34,9.0,26.0,0
10049,35,42.94,Premium,Monthly,East,True,1,4,20.0,10.0,1.0,40.0,0
10050,36,89.71,Standard,Annual,East,True,1,3,21.0,,5.0,21.0,0
10051,50,74.41,Premium,Monthly,West,False,1,1,,231.31,3.0,51.0,0
10052,4,72.06,Premium,Monthly,West,False,3,2,9.0,187.85,8.0,54.0,0
10053,2,86.48,Standard,Monthly,West,True,1,1,17.0,114.82,8.0,25.0,0
10054,6,63.11,Standard,Monthly,,True,2,1,,140.86,1.0,51.0,0
10055,54,92.85,Premium,Annual,South,True,2,1,15.0,164.37,4.0,54.0,0
10056,4,46.29,Basic,Annual,South,,1,2,0.0,359.25,10.0,23.0,0
10057,54,105.3,Basic,Monthly,North,False,2,2,29.0,182.54,8.0,24.0,0
10058,63,56.23,Premium,Annual,South,False,1,3,21.0,129.38,9.0,62.0,0
10059,18,,Standard,Monthly,West,,0,4,5.0,306.22,9.0,58.0,0
10060,44,61.79,Basic,Annual,South,False,0,2,29.0,,2.0,56.0,0
10061,34,58.95,Basic,Monthly,West,True,4,0,22.0,123.63,9.0,53.0,0
10062,62,61.6,Standard,Monthly,East,False,1,0,1.0,181.35,8.0,22.0,0
10063,14,75.79,Standard,Monthly,North,False,1,4,12.0,166.59,9.0,20.0,0
10064,48,,Standard,Annual,North,False,5,4,21.0,218.4,9.0,34.0,0
10065,15,65.21,Standard,Annual,East,True,2,2,5.0,91.98,3.0,36.0,0
10066,72,52.71,Standard,Monthly,West,False,2,0,8.0,,5.0,62.0,0
10067,62,41.84,Standard,Monthly,North,True,3,3,13.0,162.0,3.0,18.0,0
10068,40,58.3,Standard,Monthly,South,False,2,0,23.0,118.39,6.0,54.0,0
10069,53,22.8,Standard,,West,True,0,2,20.0,251.2,10.0,26.0,0
10070,24,51.87,Standard,,North,True,0,3,6.0,108.01,5.0,21.0,0
10071,26,101.1,Basic,Monthly,East,True,1,2,22.0,348.52,2.0,59.0,0
10072,60,49.42,Basic,Monthly,West,False,2,3,4.0,169.37,3.0,63.0,0
10073,41,,Premium,Annual,North,True,0,6,6.0,189.21,7.0,27.0,0
10074,29,39.34,Basic,,East,False,0,8,2.0,204.57,10.0,49.0,0
10075,15,114.28,Basic,Monthly,West,False,1,1,22.0,174.9,10.0,18.0,0
10076,45,115.94,Standard,Monthly,South,False,2,7,12.0,262.58,5.0,40.0,0
10077,65,84.78,Premium,Monthly,West,True,2,2,,190.19,3.0,68.0,0
10078,71,119.78,Basic,Monthly,South,False,1,2,30.0,143.5,,34.0,0
10079,9,78.89,Basic,Annual,West,True,0,3,11.0,84.45,6.0,69.0,0
10080,1,89.21,Basic,Monthly,East,True,3,1,5.0,207.39,8.0,47.0,0
10081,8,101.55,Standard,Annual,,True,3,0,1.0,244.01,7.0,44.0,0
10082,63,74.49,Basic,Monthly,South,True,3,2,,91.28,3.0,32.0,0
10083,11,31.19,Basic,Annual,West,True,1,0,14.0,153.32,2.0,55.0,0
10084,8,89.72,Basic,Annual,North,True,2,3,17.0,247.6,3.0,24.0,0
10085,35,58.2,Premium,Annual,South,True,1,2,22.0,120.41,5.0,50.0,0
10086,35,60.06,Basic,Monthly,West,True,2,1,16.0,119.77,7.0,22.0,0
10087,33,77.45,Basic,Monthly,East,True,2,3,24.0,169.39,8.0,69.0,0
10088,5,84.16,Standard,Monthly,West,True,1,5,2.0,272.07,,69.0,0
10089,41,73.75,Premium,Annual,West,False,0,2,21.0,244.3,2.0,56.0,0
10090,28,85.89,Standard,Monthly,South,True,0,3,2.0,272.13,2.0,51.0,0
10091,7,52.33,Premium,Biennial,North,True,3,4,27.0,110.45,10.0,20.0,0
10092,72,68.93,Premium,Biennial,East,True,2,4,8.0,133.83,5.0,49.0,0
10093,12,91.23,Basic,Monthly,South,True,0,3,9.0,167.51,5.0,19.0,0
10094,34,114.32,Standard,Biennial,South,True,1,3,11.0,,1.0,33.0,0
10095,33,123.16,Basic,Monthly,South,True,0,1,22.0,125.62,1.0,34.0,0
10096,48,80.82,Standard,Monthly,East,False,1,4,0.0,213.66,9.0,29.0,0
10097,23,91.0,Basic,Monthly,North,False,2,4,3.0,65.91,7.0,22.0,0
10098,62,,Basic,Annual,East,False,1,0,29.0,190.47,,21.0,0
10099,37,53.23,Premium,Monthly,East,False,2,3,20.0,296.33,5.0,33.0,0
10100,44,85.74,Basic,Biennial,North,False,2,5,22.0,185.5,3.0,35.0,0
10101,35,,Premium,Monthly,East,False,3,4,,121.74,3.0,62.0,0
10102,65,106.2,Basic,Monthly,West,False,2,3,4.0,90.37,3.0,37.0,0
10103,47,41.57,Basic,Annual,East,True,1,4,27.0,205.26,1.0,26.0,0
10104,3,46.51,Premium,Monthly,South,True,1,2,16.0,301.55,3.0,33.0,0
10105,1,70.53,Standard,Monthly,East,True,2,1,20.0,194.94,2.0,52.0,0
10106,5,,Standard,Annual,South,True,1,3,4.0,156.54,8.0,46.0,0
10107,14,98.07,Basic,Monthly,East,False,1,1,3.0,126.59,10.0,66.0,0
10108,27,82.94,Standard,Monthly,South,True,0,7,28.0,76.58,10.0,47.0,0
10109,9,66.21,Standard,Monthly,South,False,1,4,21.0,199.07,6.0,37.0,0
10110,15,80.41,Standard,Monthly,South,True,0,2,14.0,67.89,5.0,59.0,0
10111,42,77.53,Standard,Biennial,North,True,1,6,23.0,244.06,1.0,39.0,0
10112,51,113.63,Premium,Annual,East,True,0,6,9.0,223.9,2.0,40.0,0
10113,63,74.14,Standard,Monthly,East,True,2,1,4.0,164.88,2.0,69.0,0
10114,52,60.42,Premium,Monthly,West,True,0,2,13.0,225.35,7.0,53.0,0
10115,4,81.24,Standard,Monthly,West,True,3,1,23.0,,7.0,39.0,0
10116,23,74.96,Standard,Biennial,West,True,3,4,30.0,224.72,6.0,18.0,0
10117,15,,Basic,Monthly,East,,1,2,27.0,242.63,8.0,38.0,0
10118,43,69.61,Basic,Monthly,North,False,0,4,20.0,162.15,4.0,65.0,0
10119,29,67.48,,Annual,South,True,2,3,,89.26,9.0,60.0,0
10120,36,56.4,Basic,Biennial,East,True,2,2,18.0,338.06,8.0,36.0,0
10121,13,95.89,Basic,Monthly,North,True,1,1,7.0,165.07,3.0,25.0,0
10122,32,50.36,Basic,Monthly,North,True,1,2,11.0,150.04,3.0,22.0,0
10123,71,81.39,Basic,Monthly,East,True,1,5,19.0,211.08,9.0,57.0,0
10124,59,66.3,Premium,Monthly,South,True,0,3,29.0,166.47,9.0,46.0,0
10125,28,72.69,Premium,Annual,North,True,5,5,18.0,91.94,5.0,35.0,0
10126,66,80.29,Standard,Annual,East,False,1,5,18.0,96.57,10.0,46.0,0
10127,42,37.31,Basic,Annual,South,True,0,5,5.0,117.68,1.0,32.0,0
10128,45,,Standard,Monthly,West,True,1,3,7.0,205.01,3.0,67.0,0
10129,62,127.22,Standard,Monthly,North,True,3,2,9.0,131.32,5.0,62.0,0
10130,57,31.08,Premium,Monthly,North,True,0,6,20.0,245.49,,48.0,0
10131,6,68.56,Standard,Monthly,East,True,1,3,16.0,169.15,4.0,32.0,0
10132,28,98.08,Basic,Annual,East,False,2,3,0.0,174.49,1.0,62.0,0
10133,28,77.54,Standard,Monthly,South,False,2,4,18.0,184.2,6.0,20.0,0
10134,44,87.2,Premium,Monthly,West,True,1,3,,107.24,10.0,61.0,0
10135,30,20.0,Standard,Monthly,West,False,2,3,27.0,269.27,4.0,61.0,0
10136,62,84.96,Standard,Monthly,East,True,1,3,21.0,201.72,1.0,59.0,0
10137,62,50.96,Basic,Monthly,East,False,2,1,1.0,167.88,10.0,50.0,0
10138,1,77.75,Standard,Annual,South,False,4,6,16.0,142.96,6.0,41.0,1
10139,27,,Standard,Monthly,East,False,1,3,30.0,141.6,5.0,55.0,0
10140,62,126.96,Basic,,South,True,2,4,6.0,98.99,5.0,68.0,0
10141,3,83.67,Standard,Monthly,South,True,3,9,13.0,86.79,2.0,41.0,0
10142,70,67.18,Basic,Monthly,West,True,0,2,13.0,,1.0,30.0,0
10143,72,32.26,Basic,Biennial,South,True,1,3,11.0,254.41,7.0,44.0,0
10144,27,73.03,,Monthly,West,True,4,4,15.0,126.34,5.0,50.0,0
10145,9,90.58,Basic,Annual,West,True,1,2,17.0,104.66,3.0,36.0,0
10146,62,67.99,Standard,Monthly,West,True,2,5,7.0,270.16,6.0,42.0,0
10147,37,57.36,Basic,Monthly,East,False,2,1,1.0,184.25,3.0,23.0,0
10148,51,55.69,Basic,Annual,West,True,1,2,10.0,97.84,6.0,50.0,0
10149,44,83.38,Premium,Biennial,South,False,1,2,0.0,219.95,6.0,42.0,0
10150,24,88.98,Standard,Annual,East,True,1,5,9.0,281.72,9.0,40.0,0
10151,59,104.03,Standard,Annual,South,False,0,3,17.0,227.46,8.0,66.0,0
10152,32,45.13,Basic,Monthly,East,True,1,3,15.0,189.67,1.0,34.0,0
10153,52,83.15,,Annual,South,True,2,2,1.0,212.75,,38.0,0
10154,62,66.96,Basic,Annual,North,False,2,3,22.0,263.64,9.0,60.0,0
10155,58,67.69,Premium,Monthly,North,True,0,4,16.0,300.96,2.0,37.0,0
10156,52,80.05,Basic,Monthly,North,True,3,0,15.0,,9.0,29.0,0
10157,12,80.19,Standard,Annual,South,True,4,4,18.0,181.57,6.0,30.0,0
10158,39,83.22,Basic,Monthly,East,True,2,5,4.0,222.32,3.0,35.0,0
10159,2,43.56,Standard,Monthly,West,True,1,0,27.0,192.04,8.0,39.0,0
10160,3,51.25,Standard,Biennial,West,True,0,3,22.0,217.08,7.0,41.0,0
10161,56,107.15,Standard,Monthly,South,False,1,3,29.0,334.6,8.0,50.0,0
10162,59,64.49,Basic,Monthly,South,False,5,2,5.0,161.67,8.0,20.0,0
10163,2,77.65,Standard,Annual,South,True,1,3,23.0,81.11,7.0,34.0,0
10164,2,96.37,Premium,Monthly,South,False,2,0,16.0,309.5,1.0,56.0,0
10165,54,81.59,Premium,Annual,West,True,2,5,15.0,303.75,10.0,49.0,0
10166,1,83.66,Basic,Monthly,East,True,1,6,15.0,218.03,10.0,34.0,0
10167,19,92.36,Basic,Monthly,West,True,3,3,6.0,145.34,10.0,65.0,0
10168,2,20.0,Premium,Monthly,South,False,2,4,15.0,240.03,8.0,61.0,0
10169,53,57.75,Standard,Biennial,North,True,2,4,8.0,182.29,5.0,42.0,0
10170,44,81.72,Standard,Monthly,West,False,1,1,22.0,158.34,2.0,25.0,0
10171,32,104.69,Premium,Monthly,North,True,2,5,5.0,132.65,2.0,60.0,0
10172,70,71.65,Premium,Monthly,North,False,4,5,15.0,178.86,2.0,52.0,0
10173,32,48.88,Standard,Monthly,South,,0,2,8.0,218.28,9.0,46.0,0
10174,68,,Basic,Monthly,West,True,2,2,28.0,191.49,5.0,29.0,0
10175,55,92.1,Basic,Monthly,East,False,0,2,3.0,241.9,3.0,53.0,0
10176,56,64.56,,Monthly,West,,0,8,27.0,164.65,6.0,26.0,0
10177,17,69.82,Basic,Monthly,East,True,0,3,25.0,150.7,9.0,43.0,0
10178,38,85.38,Basic,Annual,East,True,0,5,,207.12,9.0,39.0,0
10179,24,20.0,Basic,Annual,South,,0,2,5.0,186.04,9.0,48.0,0
10180,69,120.01,Basic,Monthly,East,False,2,3,29.0,283.88,,66.0,0
10181,70,51.72,Standard,Monthly,West,True,1,0,25.0,155.74,4.0,65.0,0
10182,11,76.05,Standard,Annual,West,True,3,3,13.0,144.84,5.0,61.0,0
10183,16,27.38,Standard,Annual,North,True,0,7,,168.18,1.0,47.0,0
10184,59,59.44,Basic,Monthly,East,True,1,3,22.0,151.08,10.0,32.0,0
10185,70,101.12,Premium,Biennial,South,True,1,4,16.0,135.89,6.0,64.0,0
10186,3,22.1,Basic,Monthly,South,False,1,1,10.0,65.75,2.0,50.0,0
10187,20,98.16,Standard,Monthly,West,False,1,4,23.0,99.25,7.0,20.0,0
10188,59,63.16,Premium,Monthly,East,True,1,1,7.0,171.59,,51.0,0
10189,36,82.18,Basic,Biennial,South,True,2,2,7.0,88.47,4.0,34.0,0
10190,19,86.44,Standard,Monthly,East,True,0,2,24.0,219.53,9.0,61.0,0
10191,67,81.04,Premium,Annual,East,False,1,5,30.0,205.9,1.0,22.0,0
10192,19,48.38,Basic,Monthly,North,True,1,5,3.0,133.11,6.0,47.0,0
10193,20,60.89,Standard,Monthly,South,True,1,2,,176.3,2.0,60.0,0
10194,71,33.46,Standard,,North,False,1,0,15.0,166.59,6.0,68.0,0
10195,52,82.29,Basic,Annual,South,True,3,1,21.0,53.66,7.0,32.0,0
10196,33,112.55,Premium,Monthly,East,,1,2,30.0,211.15,3.0,56.0,0
10197,40,24.39,Premium,Monthly,South,False,0,1,10.0,138.18,4.0,25.0,0
10198,39,50.96,Standard,Monthly,West,True,3,3,,111.77,2.0,59.0,1
10199,1,65.46,Basic,Biennial,East,True,1,4,6.0,227.47,7.0,55.0,0
10200,11,74.33,Basic,Monthly,South,True,1,2,17.0,197.02,9.0,45.0,0
10201,57,91.98,,Monthly,North,True,3,4,5.0,243.79,5.0,38.0,0
10202,50,66.2,Basic,Monthly,North,True,1,3,23.0,171.75,5.0,64.0,0
10203,23,62.1,Standard,Biennial,East,False,0,2,30.0,195.07,9.0,27.0,0
10204,31,97.58,Standard,Biennial,North,True,3,3,3.0,235.94,8.0,45.0,0
10205,42,86.55,,Annual,East,False,0,2,,297.34,1.0,38.0,0
10206,7,83.47,Standard,Monthly,East,True,1,4,23.0,158.2,2.0,66.0,0
10207,16,72.81,Basic,Monthly,East,True,2,3,2.0,,7.0,45.0,0
10208,60,94.58,Basic,Biennial,South,True,4,5,5.0,220.15,,39.0,0
10209,2,53.59,Basic,Monthly,East,True,5,6,13.0,219.59,6.0,55.0,0
10210,1,50.18,Standard,Monthly,North,True,1,1,,144.08,1.0,36.0,0
10211,48,88.65,Standard,Monthly,West,True,3,6,,172.16,8.0,69.0,0
10212,12,29.37,Standard,Biennial,South,True,0,1,,219.46,2.0,69.0,0
10213,69,72.3,Standard,Monthly,North,True,0,1,5.0,192.32,1.0,55.0,0
10214,37,62.09,Premium,Annual,East,False,3,2,2.0,314.02,2.0,63.0,0
10215,32,34.86,Basic,Annual,East,True,3,4,16.0,158.33,8.0,41.0,0
10216,9,46.72,Basic,Monthly,,True,2,3,21.0,124.02,10.0,45.0,0
10217,19,67.28,Basic,Monthly,North,True,0,2,13.0,213.92,5.0,62.0,0
10218,48,95.85,Standard,Biennial,South,True,0,3,18.0,114.31,9.0,30.0,0
10219,3,53.68,Basic,Biennial,North,False,3,4,23.0,147.91,3.0,26.0,0
10220,20,100.33,Premium,Annual,East,True,2,2,,185.65,8.0,26.0,0
10221,24,71.58,Standard,Annual,South,True,2,2,10.0,177.69,4.0,38.0,0
10222,54,102.76,Premium,Monthly,East,True,0,4,6.0,175.77,7.0,41.0,0
10223,33,54.89,Premium,Biennial,East,False,1,6,12.0,140.56,10.0,48.0,0
10224,24,68.78,Basic,Monthly,North,True,2,1,27.0,205.88,10.0,46.0,0
10225,72,79.21,Standard,Annual,West,True,3,10,23.0,332.08,8.0,57.0,0
10226,36,65.51,Standard,Biennial,East,True,2,4,22.0,,3.0,27.0,0
10227,38,93.83,Basic,Annual,North,True,1,3,20.0,50.94,3.0,69.0,0
10228,25,20.0,Basic,Annual,South,True,1,1,25.0,151.49,1.0,21.0,0
10229,18,130.56,Standard,Annual,West,False,0,4,23.0,217.24,8.0,20.0,0
10230,66,91.44,Basic,Monthly,East,False,0,1,13.0,75.29,2.0,30.0,0
10231,54,65.66,Standard,Annual,East,True,0,3,23.0,10.49,7.0,38.0,0
10232,35,56.19,Standard,Monthly,South,True,3,2,10.0,129.26,7.0,25.0,0
10233,61,48.34,Basic,Monthly,North,True,5,5,7.0,123.39,7.0,26.0,0
10234,41,86.14,Standard,Monthly,East,True,3,3,30.0,294.81,4.0,63.0,0
10235,33,94.87,Basic,Monthly,South,True,0,1,11.0,204.88,7.0,18.0,0
10236,68,65.94,Standard,Annual,East,True,0,5,14.0,169.88,10.0,31.0,0
10237,33,97.67,Basic,Biennial,North,False,2,2,9.0,157.89,8.0,29.0,0
10238,14,47.32,Premium,Monthly,West,True,2,5,21.0,211.55,9.0,53.0,0
10239,21,42.9,Basic,Monthly,North,False,1,3,1.0,,7.0,39.0,0
10240,48,115.33,,Monthly,North,True,0,2,23.0,211.41,6.0,53.0,0
10241,20,84.78,Basic,Biennial,North,,2,1,12.0,202.62,5.0,62.0,0
10242,8,104.92,Basic,Monthly,South,True,3,1,9.0,252.74,10.0,33.0,0
10243,7,48.65,Basic,Annual,East,False,5,6,30.0,182.3,10.0,28.0,0
10244,67,46.91,Standard,Biennial,West,True,3,4,16.0,234.51,7.0,20.0,0
10245,17,61.03,Standard,Monthly,South,False,3,5,24.0,204.98,10.0,51.0,0
10246,33,49.4,Basic,Biennial,North,False,1,3,24.0,194.17,2.0,42.0,0
10247,48,87.63,,Biennial,West,False,1,5,21.0,152.03,5.0,43.0,0
10248,59,51.22,Standard,Biennial,North,False,2,3,9.0,175.42,8.0,20.0,0
10249,22,40.71,,Monthly,North,False,1,4,21.0,176.64,6.0,37.0,0
10250,30,73.55,Basic,Monthly,North,False,2,1,5.0,255.51,6.0,48.0,0
10251,38,37.75,,Biennial,West,True,2,2,26.0,196.49,1.0,66.0,0
10252,51,25.01,Basic,Monthly,East,,1,2,19.0,,2.0,18.0,0
10253,54,73.33,Standard,Annual,,False,4,2,0.0,71.73,3.0,43.0,0
10254,8,26.27,,Monthly,East,True,2,2,16.0,100.35,7.0,42.0,0
10255,27,,Basic,Monthly,West,False,1,5,0.0,131.78,10.0,28.0,0
10256,27,35.12,Premium,Monthly,West,,4,3,,212.26,6.0,33.0,0
10257,21,20.0,Basic,Annual,North,True,1,2,28.0,136.66,5.0,37.0,0
10258,30,62.66,Standard,Monthly,East,True,0,5,14.0,265.85,9.0,59.0,0
10259,28,73.61,Basic,Annual,East,True,1,5,22.0,94.14,10.0,69.0,0
10260,64,82.29,Standard,Monthly,North,False,3,4,0.0,226.4,7.0,55.0,0
10261,69,74.3,Premium,Annual,South,False,5,1,16.0,49.6,9.0,19.0,0
10262,61,43.52,Basic,Annual,South,False,5,1,13.0,101.79,3.0,46.0,0
10263,48,87.83,Premium,Monthly,West,False,2,0,12.0,110.47,8.0,24.0,0
10264,19,94.0,Standard,Monthly,West,True,4,6,27.0,109.6,9.0,66.0,0
10265,4,39.86,Standard,Monthly,South,True,1,7,10.0,135.37,2.0,57.0,0
10266,35,65.47,Standard,Monthly,South,True,2,2,11.0,235.07,4.0,62.0,0
10267,64,63.14,Premium,Annual,South,False,3,3,5.0,230.23,2.0,42.0,0
10268,49,75.51,Basic,Monthly,,True,2,5,10.0,109.52,7.0,21.0,0
10269,17,,Basic,Monthly,North,False,0,3,1.0,166.27,4.0,60.0,0
10270,44,68.3,Premium,Annual,North,False,2,3,17.0,211.81,6.0,51.0,0
10271,30,86.05,Standard,Monthly,North,False,1,2,11.0,167.05,8.0,42.0,0
10272,46,42.15,,Biennial,North,True,4,1,28.0,290.4,6.0,25.0,0
10273,6,88.43,Standard,Monthly,North,True,3,2,22.0,206.74,4.0,49.0,0
10274,37,98.53,Standard,Biennial,West,False,1,4,14.0,119.57,6.0,35.0,0
10275,24,110.85,Basic,Monthly,,False,2,1,8.0,126.54,1.0,57.0,0
10276,46,20.0,Basic,Monthly,West,True,1,0,7.0,112.33,6.0,28.0,0
10277,53,65.43,Standard,Monthly,East,False,1,1,17.0,131.05,10.0,54.0,0
10278,60,20.87,Basic,,West,False,0,4,15.0,181.51,8.0,56.0,0
10279,63,20.0,Standard,Monthly,West,True,2,4,29.0,163.51,,53.0,0
10280,32,73.6,Premium,Monthly,North,True,0,1,,147.13,9.0,27.0,0
10281,33,60.02,Basic,Annual,North,True,1,2,20.0,220.73,6.0,23.0,0
10282,67,77.5,Basic,Monthly,East,True,0,7,28.0,204.01,6.0,62.0,0
10283,18,82.15,Basic,Annual,East,False,0,3,26.0,69.43,4.0,33.0,0
10284,25,101.2,Standard,Monthly,North,,1,2,9.0,90.82,8.0,42.0,0
10285,54,71.35,,Biennial,West,False,0,1,11.0,111.09,5.0,51.0,0
10286,58,143.08,Basic,Monthly,East,False,2,3,29.0,123.45,1.0,48.0,0
10287,67,77.66,Standard,Monthly,,True,0,3,28.0,,7.0,64.0,0
10288,46,116.06,Basic,Monthly,South,True,1,3,19.0,151.77,8.0,25.0,0
10289,24,20.0,Basic,Monthly,South,True,1,5,11.0,204.95,6.0,34.0,0
10290,32,103.74,Basic,Monthly,East,True,1,3,29.0,101.32,7.0,31.0,0
10291,47,65.48,Basic,Monthly,North,True,2,4,,126.48,7.0,47.0,0
10292,23,21.29,Basic,Annual,North,False,1,2,13.0,69.13,4.0,35.0,0
10293,66,80.51,Basic,Biennial,North,True,3,5,3.0,115.51,4.0,63.0,0
10294,27,62.43,Premium,Monthly,East,True,4,4,14.0,165.45,1.0,53.0,0
10295,2,,Standard,,East,True,4,3,19.0,117.2,2.0,38.0,1
10296,17,95.28,Basic,Biennial,South,True,3,2,8.0,107.78,3.0,48.0,0
10297,33,32.77,Basic,Biennial,East,True,5,1,6.0,144.13,5.0,50.0,0
10298,9,95.37,Basic,Monthly,South,False,1,3,,196.52,10.0,40.0,0
10299,43,70.16,Basic,Monthly,South,True,0,3,29.0,115.74,9.0,55.0,0
10300,48,103.82,Standard,Monthly,North,False,0,3,19.0,251.53,5.0,22.0,0
10301,39,64.87,Basic,Annual,East,True,6,0,8.0,120.76,6.0,32.0,0
10302,42,58.24,Basic,Monthly,North,False,0,4,23.0,150.85,7.0,47.0,0
10303,26,70.68,Basic,Monthly,North,False,1,4,9.0,261.05,4.0,33.0,0
10304,50,72.55,Basic,Monthly,East,True,2,3,19.0,220.21,8.0,57.0,0
10305,25,53.43,Basic,Monthly,East,True,0,4,12.0,170.27,6.0,46.0,0
10306,24,57.59,Standard,Annual,West,True,2,7,5.0,206.0,1.0,45.0,0
10307,13,,Basic,Monthly,South,False,2,2,3.0,91.3,,23.0,0
10308,60,59.13,Standard,Annual,West,False,3,2,16.0,306.45,2.0,22.0,0
10309,7,86.91,Standard,Annual,South,True,3,2,20.0,94.96,4.0,,0
10310,57,66.57,Premium,Monthly,South,True,0,3,25.0,194.59,4.0,42.0,0
10311,36,95.23,Premium,Monthly,South,False,2,3,13.0,258.61,10.0,45.0,0
10312,45,65.36,Standard,Annual,North,,2,5,26.0,198.41,10.0,18.0,0
10313,20,34.21,Basic,Monthly,North,False,1,7,2.0,176.4,5.0,31.0,0
10314,65,84.93,Standard,Monthly,,False,0,4,0.0,258.79,10.0,,0
10315,8,53.16,Standard,Monthly,South,True,1,2,17.0,223.43,2.0,48.0,0
10316,16,,Basic,Annual,South,False,2,7,1.0,145.92,6.0,68.0,0
10317,14,100.94,Standard,Annual,South,False,3,4,7.0,287.97,3.0,32.0,1
10318,15,40.98,Premium,Monthly,North,False,3,3,15.0,127.89,9.0,36.0,0
10319,66,74.12,Standard,Monthly,East,True,0,0,3.0,293.78,6.0,55.0,0
10320,32,68.99,Basic,Monthly,North,True,4,3,18.0,221.53,3.0,49.0,0
10321,63,87.52,Basic,Annual,West,True,3,4,19.0,152.45,3.0,48.0,0
10322,51,91.38,Basic,Monthly,West,True,1,4,9.0,108.52,5.0,54.0,0
10323,25,76.6,Basic,Annual,West,True,1,4,16.0,191.2,6.0,43.0,0
