customer_id,tenure_months,monthly_spend,plan_type,num_complaints,auto_pay,contract_type,region,support_calls,last_login_days,discount_applied,total_charges,churned
10131,61.0,829.53,standard,1.0,True,annual,West,1.0,12.0,yes,51824.44,0
10132,56.0,921.43,premium,2.0,True,monthly,North,4.0,38.0,yes,51687.13,1
10133,5.0,262.15,basic,1.0,True,annual,,3.0,43.0,no,1499.93,1
10134,27.0,623.03,standard,2.0,True,monthly,,3.0,27.0,no,16572.16,0
10135,27.0,1120.34,premium,1.0,True,annual,East,,,no,30738.24,1
10136,43.0,321.6,basic,2.0,True,monthly,North,3.0,15.0,no,13325.6,0
10137,29.0,1378.93,premium,0.0,True,biennial,West,0.0,49.0,yes,38762.82,0
10138,61.0,589.13,standard,0.0,False,annual,East,2.0,50.0,yes,36384.6,0
10139,61.0,369.17,basic,2.0,False,biennial,West,,27.0,no,24498.75,0
10140,0.0,422.31,basic,1.0,True,,East,1.0,3.0,no,132.37,1
10141,26.0,660.02,standard,1.0,True,monthly,,2.0,27.0,no,16119.31,0
10142,61.0,231.1,basic,0.0,False,monthly,East,0.0,56.0,yes,16012.74,0
10143,2.0,606.95,standard,1.0,True,monthly,East,,59.0,no,1259.46,1
10144,69.0,186.88,basic,0.0,,monthly,South,2.0,11.0,no,13839.28,1
10145,71.0,628.11,standard,2.0,True,annual,South,4.0,15.0,no,43866.84,0
10146,26.0,255.58,basic,0.0,True,monthly,North,1.0,52.0,no,6654.85,0
10147,8.0,1006.86,premium,,False,monthly,East,2.0,53.0,yes,9455.43,0
10148,61.0,742.39,premium,0.0,False,biennial,West,0.0,48.0,no,45416.56,0
10149,36.0,1286.39,premium,2.0,True,annual,East,2.0,35.0,no,46453.24,0
10150,50.0,589.54,standard,2.0,True,monthly,West,2.0,19.0,no,27988.41,0
10151,43.0,264.93,basic,3.0,False,monthly,West,4.0,25.0,no,12179.02,1
10152,23.0,,standard,3.0,True,monthly,East,3.0,55.0,yes,13958.96,0
10153,58.0,249.08,basic,2.0,False,monthly,West,3.0,55.0,no,15566.34,0
10154,31.0,280.8,basic,1.0,False,annual,North,3.0,25.0,no,8907.18,0
10155,51.0,354.89,basic,0.0,True,monthly,South,2.0,21.0,yes,18390.61,0
10156,61.0,762.13,standard,2.0,False,biennial,West,2.0,,yes,47262.47,0
10157,57.0,620.99,standard,2.0,True,annual,East,4.0,8.0,no,35771.7,0
10158,51.0,743.61,standard,3.0,False,annual,South,3.0,4.0,yes,39642.56,0
10159,11.0,336.25,basic,1.0,True,monthly,North,2.0,16.0,no,5258.79,0
10160,38.0,261.35,basic,1.0,True,monthly,West,3.0,48.0,no,8714.06,0
10161,1.0,1164.85,premium,1.0,False,annual,West,3.0,33.0,no,994.14,0
10162,2.0,536.73,basic,3.0,False,monthly,South,3.0,1.0,no,1909.99,1
10163,55.0,579.1,standard,1.0,True,monthly,West,3.0,52.0,yes,30907.9,1
10164,58.0,421.96,basic,1.0,True,monthly,East,2.0,54.0,yes,22905.62,0
10165,1.0,726.28,standard,2.0,True,monthly,South,4.0,6.0,no,0.0,0
10166,,584.15,standard,2.0,True,annual,South,3.0,35.0,no,468.98,0
10167,53.0,314.17,basic,1.0,True,,West,2.0,12.0,no,12586.41,1
10168,0.0,247.93,basic,1.0,True,monthly,North,1.0,19.0,no,0.0,0
10169,18.0,731.28,standard,3.0,True,monthly,North,3.0,29.0,yes,11384.5,0
10170,1.0,557.0,standard,2.0,True,annual,North,2.0,29.0,yes,1703.67,0
10171,52.0,228.04,basic,0.0,True,biennial,North,1.0,10.0,no,12789.56,0
10172,43.0,1163.58,premium,2.0,True,,South,2.0,30.0,no,50312.5,0
10173,31.0,371.27,basic,1.0,True,monthly,South,1.0,57.0,yes,11609.38,0
10174,69.0,491.53,basic,3.0,False,monthly,West,3.0,2.0,yes,34460.38,1
10175,31.0,1017.97,premium,1.0,True,monthly,North,3.0,58.0,yes,30558.73,1
10176,67.0,372.41,basic,2.0,False,annual,North,3.0,1.0,yes,26204.36,0
10177,54.0,680.26,standard,0.0,False,annual,West,5.0,47.0,no,36827.06,1
10178,55.0,419.85,basic,2.0,False,,West,3.0,2.0,no,24009.35,0
10179,16.0,340.03,basic,2.0,,monthly,West,2.0,55.0,no,6316.9,1
10180,37.0,1296.44,premium,1.0,False,annual,East,1.0,14.0,no,48502.39,0
10181,,,basic,0.0,True,monthly,West,1.0,16.0,no,8338.08,0
10182,68.0,601.53,premium,2.0,True,annual,West,2.0,47.0,no,41142.48,0
10183,69.0,370.42,basic,3.0,False,monthly,East,4.0,51.0,yes,25496.0,1
10184,10.0,433.67,basic,,True,annual,North,3.0,6.0,no,4819.66,0
10185,15.0,234.16,basic,1.0,False,monthly,South,2.0,47.0,yes,,1
10186,72.0,546.19,standard,1.0,True,monthly,North,1.0,4.0,yes,38838.66,0
10187,58.0,401.18,basic,0.0,False,annual,South,1.0,33.0,yes,23878.15,0
10188,69.0,738.33,premium,1.0,True,monthly,South,1.0,32.0,no,51225.27,0
10189,2.0,713.02,standard,2.0,True,annual,West,3.0,53.0,yes,2635.83,0
10190,19.0,945.66,premium,0.0,True,annual,West,1.0,60.0,yes,16157.12,0
10191,58.0,567.28,basic,1.0,False,annual,East,1.0,44.0,no,32938.46,1
10192,35.0,1187.7,premium,,False,monthly,North,2.0,15.0,no,40844.6,1
10193,18.0,612.5,standard,3.0,True,monthly,North,3.0,,no,10507.38,1
10194,66.0,723.2,standard,0.0,False,annual,South,2.0,2.0,no,48290.95,0
10195,18.0,906.1,premium,1.0,True,monthly,West,2.0,58.0,yes,14873.74,0
10196,19.0,478.62,standard,2.0,True,annual,West,2.0,58.0,yes,9226.92,0
10197,70.0,741.36,standard,2.0,True,monthly,North,2.0,46.0,no,,0
10198,51.0,333.64,basic,1.0,True,monthly,East,2.0,47.0,no,,0
10199,32.0,339.18,basic,1.0,True,monthly,,3.0,42.0,no,11011.83,1
10200,39.0,1321.61,premium,1.0,True,monthly,East,3.0,56.0,,50781.24,1
10201,38.0,604.94,standard,2.0,False,monthly,North,2.0,50.0,no,25185.2,1
10202,0.0,791.88,standard,2.0,False,annual,North,4.0,49.0,no,1993.85,0
10203,10.0,707.81,standard,1.0,True,annual,East,2.0,20.0,no,7145.36,0
10204,56.0,330.69,basic,0.0,True,,West,1.0,40.0,yes,18086.89,0
10205,49.0,426.16,basic,2.0,True,biennial,North,4.0,7.0,no,21385.89,0
10206,22.0,513.0,standard,3.0,True,monthly,South,5.0,21.0,yes,12053.48,0
10207,30.0,317.2,basic,1.0,,biennial,North,1.0,50.0,yes,9770.53,1
10208,41.0,290.23,basic,1.0,True,annual,West,3.0,53.0,yes,10884.28,0
10209,6.0,722.63,standard,0.0,False,annual,,2.0,4.0,no,4126.19,1
10210,15.0,307.48,basic,2.0,False,,North,2.0,16.0,yes,4690.21,1
10211,59.0,,standard,0.0,True,monthly,West,0.0,36.0,yes,46093.75,0
10212,,295.28,basic,1.0,True,monthly,,3.0,13.0,no,608.64,0
10213,0.0,616.37,standard,1.0,True,annual,North,4.0,38.0,no,1347.2,1
10214,47.0,418.53,basic,0.0,False,monthly,,1.0,40.0,,21012.63,1
10215,11.0,492.3,standard,1.0,True,annual,East,1.0,27.0,no,6427.86,0
10216,68.0,407.25,basic,1.0,True,monthly,South,2.0,30.0,yes,28283.32,0
10217,36.0,383.71,basic,2.0,False,annual,East,4.0,16.0,yes,12555.86,1
10218,31.0,302.49,basic,2.0,True,monthly,North,2.0,34.0,yes,10563.53,0
10219,8.0,787.35,standard,0.0,True,monthly,East,1.0,39.0,no,7117.61,1
10220,18.0,675.17,standard,2.0,True,monthly,North,2.0,21.0,no,11897.27,0
10221,47.0,396.76,basic,0.0,True,monthly,North,1.0,44.0,yes,18677.46,0
10222,,715.14,standard,0.0,True,monthly,West,0.0,47.0,yes,1495.86,1
10223,19.0,1316.34,premium,1.0,True,annual,West,1.0,52.0,no,24572.64,0
10224,23.0,685.45,standard,1.0,True,monthly,North,1.0,28.0,no,14017.32,1
10225,53.0,284.38,basic,0.0,True,monthly,South,2.0,9.0,no,13955.6,0
10226,32.0,563.09,standard,3.0,False,annual,South,4.0,17.0,yes,17112.37,0
10227,23.0,218.78,basic,0.0,True,monthly,South,,34.0,yes,3064.11,0
10228,71.0,219.4,basic,1.0,True,biennial,East,3.0,43.0,no,14464.13,0
10229,35.0,1255.33,premium,1.0,False,biennial,,2.0,15.0,no,45077.75,0
10230,37.0,306.12,basic,1.0,False,,West,2.0,49.0,no,11812.36,1
10231,24.0,758.19,standard,1.0,False,monthly,East,1.0,48.0,no,17225.58,0
10232,17.0,852.61,standard,1.0,True,monthly,East,1.0,6.0,no,13806.15,1
10233,,844.79,standard,1.0,True,annual,West,2.0,29.0,no,56140.53,0
10234,53.0,760.08,standard,2.0,False,annual,North,2.0,18.0,yes,41488.71,1
10235,34.0,312.94,basic,1.0,False,annual,East,3.0,54.0,no,10709.85,0
10236,60.0,332.44,basic,2.0,True,annual,North,2.0,,no,21121.2,0
10237,40.0,760.16,standard,1.0,False,monthly,North,1.0,22.0,yes,29640.5,0
10238,32.0,350.25,basic,1.0,True,annual,North,3.0,7.0,no,11435.36,0
10239,67.0,335.66,basic,1.0,False,annual,West,1.0,16.0,no,21014.87,0
10240,32.0,356.6,basic,1.0,False,annual,North,2.0,20.0,no,11046.88,0
10241,13.0,337.09,basic,1.0,False,biennial,East,3.0,25.0,no,4410.25,1
10242,20.0,293.23,basic,1.0,False,annual,West,2.0,56.0,no,4179.54,0
10243,47.0,270.16,basic,0.0,False,monthly,West,1.0,27.0,no,13290.64,0
10244,19.0,735.19,standard,0.0,True,monthly,East,1.0,58.0,no,14728.81,1
10245,7.0,778.75,standard,1.0,True,monthly,West,1.0,38.0,no,6462.37,1
10246,6.0,1121.76,premium,1.0,True,monthly,East,3.0,32.0,no,9064.81,0
10247,66.0,337.61,basic,,True,biennial,South,3.0,39.0,yes,22698.97,1
10248,16.0,406.06,basic,0.0,False,monthly,East,0.0,18.0,no,6432.88,1
10249,32.0,327.73,basic,0.0,True,annual,West,2.0,28.0,no,8885.28,0
10250,47.0,714.02,standard,0.0,True,monthly,East,2.0,19.0,no,33950.89,0
10251,58.0,611.99,standard,3.0,True,monthly,South,3.0,19.0,yes,36054.85,1
10252,21.0,339.4,basic,2.0,False,biennial,North,4.0,9.0,no,5771.39,0
10253,29.0,1299.16,premium,0.0,True,biennial,North,1.0,11.0,,37435.55,0
10254,37.0,351.85,basic,1.0,True,monthly,North,1.0,55.0,no,13029.58,1
10255,,659.11,standard,,True,monthly,West,4.0,32.0,no,33485.03,1
10256,53.0,617.28,standard,0.0,False,monthly,South,1.0,55.0,no,33572.08,1
10257,7.0,1162.17,premium,1.0,True,,East,1.0,24.0,yes,7598.63,0
10258,26.0,385.23,standard,0.0,False,monthly,East,2.0,24.0,no,10217.34,1
10259,26.0,1057.5,premium,3.0,True,monthly,East,4.0,52.0,yes,28068.74,0
10260,20.0,430.3,basic,2.0,True,biennial,East,2.0,3.0,no,8424.22,0
10261,29.0,,premium,2.0,False,annual,West,2.0,3.0,no,34939.69,1
10262,27.0,246.77,basic,1.0,True,biennial,West,1.0,8.0,no,7375.37,0
10263,63.0,1140.09,premium,,True,annual,South,4.0,14.0,no,71647.95,0
10264,68.0,884.14,standard,3.0,True,monthly,East,3.0,55.0,no,58924.43,1
10265,60.0,845.26,,1.0,True,biennial,North,2.0,25.0,yes,52088.64,0
10266,,650.06,standard,0.0,True,monthly,West,0.0,14.0,yes,29466.53,0
10267,18.0,673.56,standard,1.0,True,biennial,South,4.0,25.0,no,12029.57,0
10268,3.0,554.26,standard,1.0,,monthly,South,2.0,27.0,,1984.54,0
10269,34.0,725.41,,1.0,True,monthly,West,1.0,6.0,no,25119.15,0
10270,63.0,459.58,basic,3.0,False,biennial,North,6.0,,yes,29123.16,0
10271,48.0,257.55,basic,0.0,False,,North,3.0,11.0,yes,9420.27,0
10272,16.0,355.22,basic,1.0,True,biennial,East,3.0,34.0,yes,4981.01,0
10273,43.0,,basic,1.0,True,biennial,West,3.0,51.0,yes,12804.99,0
10274,29.0,1298.59,premium,0.0,True,monthly,North,1.0,31.0,no,37550.02,1
10275,45.0,203.33,basic,2.0,True,,West,,8.0,yes,9661.52,0
10276,5.0,758.27,premium,0.0,True,monthly,South,2.0,13.0,no,4812.84,0
10277,36.0,376.82,basic,0.0,True,annual,South,0.0,12.0,yes,14072.21,0
10278,,274.2,basic,2.0,True,annual,,3.0,55.0,no,5577.58,0
10279,45.0,791.87,standard,0.0,True,monthly,West,2.0,59.0,no,35095.65,1
10280,52.0,,standard,2.0,True,annual,East,4.0,43.0,yes,42674.0,0
10281,59.0,636.12,,1.0,False,annual,East,3.0,32.0,no,37351.97,0
10282,62.0,680.31,standard,2.0,True,monthly,North,,31.0,yes,42083.81,0
10283,31.0,728.32,standard,1.0,False,annual,West,1.0,18.0,yes,23087.8,0
10284,32.0,,basic,1.0,False,annual,East,1.0,29.0,no,15318.82,0
10285,66.0,1176.62,premium,2.0,True,biennial,West,2.0,15.0,no,76755.66,0
10286,17.0,939.05,premium,1.0,True,monthly,East,2.0,11.0,no,15467.73,1
10287,24.0,789.8,standard,0.0,True,monthly,South,1.0,9.0,no,,1
10288,53.0,,basic,1.0,True,monthly,South,1.0,1.0,no,16183.45,0
10289,57.0,413.6,standard,1.0,True,monthly,North,2.0,17.0,,24142.79,1
10290,66.0,296.9,basic,1.0,False,biennial,South,,12.0,no,19231.16,0
10291,45.0,337.23,basic,1.0,True,monthly,East,3.0,28.0,yes,16935.16,1
10292,23.0,425.6,basic,1.0,True,annual,North,1.0,23.0,no,9905.0,1
10293,31.0,834.22,standard,1.0,False,monthly,North,,37.0,no,25758.55,1
10294,46.0,1189.98,premium,1.0,False,monthly,South,3.0,,yes,54386.94,0
10295,22.0,604.69,standard,0.0,True,monthly,West,1.0,59.0,no,11943.32,1
10296,65.0,683.21,standard,0.0,False,annual,South,0.0,59.0,no,44318.32,1
10297,26.0,475.5,basic,1.0,True,annual,South,2.0,28.0,no,12721.39,1
10298,1.0,243.75,basic,0.0,True,monthly,North,0.0,21.0,yes,125.68,0
10299,16.0,391.78,basic,0.0,True,biennial,South,0.0,35.0,no,6499.59,0
10300,32.0,1007.73,premium,0.0,True,monthly,East,1.0,0.0,no,31576.68,0
10301,8.0,365.32,basic,1.0,False,monthly,North,2.0,42.0,yes,1677.84,1
10302,42.0,936.41,premium,0.0,True,monthly,South,3.0,54.0,no,39223.01,1
10303,47.0,661.9,standard,1.0,True,monthly,West,3.0,39.0,yes,31329.91,0
10304,38.0,434.68,basic,2.0,True,biennial,East,2.0,33.0,yes,16349.15,0
10305,41.0,820.19,standard,1.0,True,monthly,,1.0,33.0,no,33831.31,0
10306,25.0,459.34,standard,1.0,True,monthly,East,2.0,47.0,no,12260.14,0
10307,49.0,1007.83,premium,0.0,True,monthly,West,1.0,32.0,no,,0
10308,24.0,1025.31,premium,4.0,False,annual,South,5.0,3.0,no,25464.81,1
10309,23.0,382.63,basic,0.0,True,monthly,East,2.0,37.0,yes,9805.82,0
10310,12.0,340.0,basic,0.0,True,annual,North,1.0,29.0,yes,4577.08,1
10311,59.0,646.22,standard,1.0,True,monthly,North,3.0,52.0,no,38483.31,0
10312,6.0,1235.1,premium,2.0,True,,,2.0,51.0,yes,9353.56,1
10313,56.0,234.68,basic,2.0,True,annual,West,3.0,45.0,no,13925.7,1
10314,35.0,660.94,standard,1.0,False,monthly,West,3.0,19.0,no,22287.73,1
10315,44.0,582.57,standard,,False,biennial,East,1.0,25.0,,23770.03,0
10316,,771.76,standard,2.0,True,monthly,North,3.0,14.0,yes,14422.29,0
10317,64.0,448.81,basic,2.0,True,,South,3.0,6.0,no,29348.58,1
10318,7.0,454.09,standard,2.0,False,monthly,East,2.0,6.0,no,4137.58,1
10319,15.0,1145.83,premium,0.0,True,,West,3.0,49.0,no,15936.98,1
10320,13.0,388.6,basic,1.0,True,monthly,North,1.0,28.0,no,5781.22,1
10321,14.0,320.35,basic,1.0,True,monthly,West,2.0,22.0,no,5619.59,0
10322,65.0,891.28,premium,2.0,False,monthly,South,3.0,33.0,yes,58541.94,0
10323,31.0,328.16,basic,1.0,True,monthly,South,4.0,19.0,yes,10588.69,0
10324,62.0,708.86,premium,1.0,False,monthly,North,3.0,14.0,no,43816.51,0
10325,50.0,857.85,standard,2.0,False,monthly,East,5.0,32.0,yes,42432.5,0
10326,24.0,478.18,,0.0,True,annual,South,0.0,52.0,yes,12261.87,1
10327,57.0,1199.43,premium,1.0,False,annual,South,1.0,16.0,no,68950.86,0
10328,62.0,316.56,basic,3.0,False,annual,South,3.0,19.0,no,19299.58,0
10329,61.0,649.99,standard,0.0,True,annual,South,0.0,60.0,yes,42191.5,0
